Series name,Category,Short description,Description,Featured image,Feature set header 1,Feature set description 1,Feature set image 1,Feature set header 2,Feature set description 2,Feature set image 2,Feature set header 3,Feature set description 3,Feature set image 3,Feature set header 4,Feature set description 4,Feature set image 4,Video 1 name,Video 1,Video 2 name,Video 2,Video 3 name,Video 3,Video 4 name,Video 4,Internal document 1 description,Internal document 1
P7TF-05,Sockets and Accessories,,"The P7TF is a socket with reduced dimensions.
Accessory line-up including short bar and module, work as an operation indicator with the surge suppression.
Release lever included.
G7T I/O Relay and G3TA I/O Relays can be easily mounted or dismounted.
Only 19 mm in width.
Terminals corresponding to the NO and NC contacts of a Relay are arranged on top of the Socket to enhance maintainability.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/70b35658a5955fe66789d9d303370e7c70984fabc98350f0eeb55df202d11b5a.jpg,,,,,,,,,,,,,,,,,,,,,,
P2CF,Sockets and Accessories,,"No restrictions for the mounting direction.
Models 8 and 11 pins with finger protection.
Continuous carry current working at 5A.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6e319e534c28f337cbbe5c9d3f4fdd9469979d1bfcc4768528ff265068c2f8bc.jpg,,,,,,,,,,,,,,,,,,,,,,
PCB Sockets & Mounting Sockets,Sockets and Accessories,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/33efa31dd5fd2e83464e4f4173b6a30de8bb6d24926d764b0c4e33e8e6b9f1c1.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-One,Software,,"One software to support programming PLCs + HMI, networks, motion & drive, regulation & switching and sensor s
Common look-&-feel for configuration of all devices
One installation and license number for all software
On-line registration offers free upgrade, free libraries, FAQ and help",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/7496ea08bead48abe79f853477bbfdc021d6d149418f564dd1b0137cc2ea4d41.jpg,,,,,,,,,,,,,,,,,,,,,,
Sysmac Studio,Software,,"NJ/NX Series controllers
NA Series HMI
NX Series I/O and safety
G5 Series servo
MX2 Series and RX-series frequency inverter
FH and FQM vision system and sensor
GX network components
E3 N-Smart sensors
ZW-series measurement sensors
One software for motion, logic sequencing, safety, drives, vision and HMI
Fully compliant with open standard IEC 61131-3
Supports Ladder, Structured text and In-Line ST programming with a rich instruction set
CAM editor for easy programming of complex motion profiles
One simulation tool for sequence and motion in a 3D environment
Advanced security function with 32 digit security password",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/1cfc5324b4ebf2059b8c3776c6ca08265b36fcf1a04710a7a29e9251edccbe99.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Drive,Software,,"Supports the complete range of Omron servos and inverters 
 Auto tuning wizard 
 FFT function, resonant frequency analysis of a mechanical system 
 Easy drive configuration and monitoring 
 Real time and data trace 
 Full access to devices from one connection 
 Remote access",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f60fd385c9bc82f803f2190b19ae6a5459bbee7c622daaae95190bc75e30728d.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Thermo,Software,,"Advanced parameter setting and editing
Batch-downloading functions
Graphical online monitoring of set point, process value and manipulated value
Graphical PID tuning tool is also included, providing a simple interface where the controller can be set to tune for optimum stability, reduced overshoot or better disturbance rejection",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/87ab8b8781dbcccf269917e49c2450f137994a34fff455ce084d0247ebdb1a30.jpg,,,,,,,,,,,,,,,,,,,,,,
Trajexia Studio,Software,,"Improved user graphical interface
Multi device support
Drag & drop functionality
Offline programming and advanced download
Program compare tool
Axis configuration wizard
Advance editor features
Improved oscilloscope function",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/414a24064d957734ae7afbb9612da5c2967cf7dbcff0527beb0a732549854c1c.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Supervisor,Software,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6cd1fe5d6e5c583d2e755c7ed10dfe9b2f3b0e5ba4046a5330a371409c7bbdee.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Server LITE,Software,,"Supports all Omron Networks
Communicates to CS/CJ/C/CV and CP family PLCs, Trajexia, Celciux and ZX Sensors
Supports all Omron communication protocols
Program from Visual Basic, Excel or .NET
Simple configuration using graphical components or complex scripting using API",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/d4e387bca901c2dd2e761af79e50f2a27d732d770052cf586a8a8d4d9274c954.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Server OPC,Software,,"Compatible with OPC Data Access 1.0a and 2.05 SCADA clients
Implements optional interfaces like Symbol Browsing and hierarchical workspace
Supports all Omron Networks
Communicates to CS/CJ/C/CV and CP family PLCs, Trajexia, Celciux and ZX Sensors
Supports all Omron communication protocols",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fdc1581b0c18b2c03b6be2fbcec6754bc2eb4343a8945f72ef8c81ccc1dae78f.jpg,,,,,,,,,,,,,,,,,,,,,,
CX-Compolet/SYSMAC Gateway,Software,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/815b1c993972f7727520bea5fa67def7a5a0d88834e0dc1f9495e5c63cdfb9f5.jpg,,,,,,,,,,,,,,,,,,,,,,
NS Runtime PC,Software,,"Reuse your NS projects, no need to recode
See your HMI on your PC
Perfect combination with a DyaloX",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0105da6e213e0ae833324fe7b12d20c02b3d94053e96683f3880227b7229d54a.jpg,,,,,,,,,,,,,,,,,,,,,,
ACE,Software,,"Platform to manage OMRON’s entire portfolio of industrial robots, controls, vision and flexible feeding systems 
Step-by-step wizards to design a scalable packaging line, from proof-of-concept to deployment 
Advanced vision tools for localization, identification, measurement, and inspection",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f8339e5e881bff3c51bcd36487455d2d4eeca343d5e28de4a982e8df08d5a1ba.jpg,,,,,,,,,,,,,,,,,,,,,,
Soft NA,Software,,"Reuse your Sysmac Studio NA Projects, no need to recode.
See your HMI on your PC
Perfect combination with an Omron NY Series IPC",,,,,,,,,,,,,,,,,,,,,,,
Spare Parts,Services Robot,,,,,,,,,,,,,,,,,,,,,,,,,
Additional axial fans,Additional Axial Fans,,,,,,,,,,,,,,,,,,,,,,,,,
Additional relays,Additional Relays,,,,,,,,,,,,,,,,,,,,,,,,,
Additional cameras,PC Based Machine Vision,,,,,,,,,,,,,,,,,,,,,,,,,
Additional inductive sensors,Additional Inductive Sensors,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/72083f379bac88c702022a95a83cf69057ee6ea8830a5c664a7bc08b10a4dcb5.jpg,,,,,,,,,,,,,,,,,,,,,,
Additional PLC,Additional PLC,,,,,,,,,,,,,,,,,,,,,,,,,
Additional ident systems,"Code Readers, Marking Systems and Handheld Readers",,,,,,,,,,,,,,,,,,,,,,,,,
Additional inspection systems,Smart Vision Inspection Systems,,,,,,,,,,,,,,,,,,,,,,,,,
Additional limit switches,Limit switches,,,,,,,,,,,,,,,,,,,,,,,,,
Additional switches,Additional Switches,,,,,,,,,,,,,,,,,,,,,,,,,
Additional safety,Additional Safety,,,,,,,,,,,,,,,,,,,,,,,,,
Additional cables and accessories,Additional Cables and Accessories,,,,,,,,,,,,,,,,,,,,,,,,,
Additional safety door switches,Tongue interlock switches,,,,,,,,,,,,,,,,,,,,,,,,,
Additional measurement sensors,Additional Measurement Sensors,,,,,,,,,,,,,,,,,,,,,,,,,
Additional motion contollers,Additional Motion Contollers,,,,,,,,,,,,,,,,,,,,,,,,,
Additional sensors,Additional Sensors,,,,,,,,,,,,,,,,,,,,,,,,,
Additional connectors & cordsets,Connectors and Cordsets,,,,,,,,,,,,,,,,,,,,,,,,,
Additional photoelectric sensors,Additional Photoelectric Sensors,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/a935161463d37863346931d31186a69ecc2dc729448801a74d0f3d0c875059a4.jpg,,,,,,,,,,,,,,,,,,,,,,
Additional temperature controllers,Additional Temperature Controllers,,,,,,,,,,,,,,,,,,,,,,,,,
Additional rotary encoders,Rotary Encoders,,,,,,,,,,,,,,,,,,,,,,,,,
Additional remote I/O,Remote I/O,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6310fe4ed9380c4bea56c31f782d24bf545c0e6e1df57fceafec3e3ca7380ed9.jpg,,,,,,,,,,,,,,,,,,,,,,
Additional timers,Additional Timers,,,,,,,,,,,,,,,,,,,,,,,,,
Additional counters,Additional Counters,,,,,,,,,,,,,,,,,,,,,,,,,
Additional panel indicators,Additional Panel Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
Additional monitoring products,Additional Energy Monitoring Devices,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/92239c96c73230456c2cedba2a1a523fc8a4de1ce87d9f587a5002d85af98792.jpg,,,,,,,,,,,,,,,,,,,,,,
Additional indicators,Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
Additional HMI,Additional HMI,,,,,,,,,,,,,,,,,,,,,,,,,
Additional power supplies,Additional Power Supplies,,,,,,,,,,,,,,,,,,,,,,,,,
Additional RFID systems,RFID systems,,,,,,,,,,,,,,,,,,,,,,,,,
Additional energy monitoring devices,Additional Energy Monitoring Devices,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/82ee4d5a0d1bab6d70de4fd5f8f6c63157f800ad369d84995f2a84dbc6c0f86e.jpg,,,,,,,,,,,,,,,,,,,,,,
Additional relay sockets,Relay sockets,,,,,,,,,,,,,,,,,,,,,,,,,
Additional control components,Additional Control Components,,,,,,,,,,,,,,,,,,,,,,,,,
Additional frequency inverters,Frequency inverters,,,,,,,,,,,,,,,,,,,,,,,,,
Additional software,Software,,,,,,,,,,,,,,,,,,,,,,,,,
G2RV-ST,,,,,,,,,,,,,,,,,,,,,,,,,,
G2RV-ST Slim I/O Relay,Industrial plug-in relays,,"Push-in plus Technology – easy wiring
Lockable test switch models available
Large plug-in pins – excellent connection
LED/mechanical flag – check operation
Transparent housing – check condition
Slim outline – space saving
Special input type with gold plated contacts
G3RV compatible",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/cc8af566ac0c303706fa7efbb50d1b908e0059df0ec5686be1ba13b94fda6ba6.jpg,,,,,,,,,,,,,,,,,,,,,,
V series Miniature Basic Switch,Limit switches,,Wide variation of best-selling microswitches with switching currents of 10 to 21 A and can be used for interrupting current when doors are opened or closed,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/84b6a1d6d839d1876ee790dd814346cc70761df4d031b46482960729e4909f5c.png,,,,,,,,,,,,,,,,,,,,,,
G6B,Additional Relays,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9e785a96254f6a65ed357f9b2b8ea4ed744fc175e028ef7c6c3dfbeb6d30ae37.jpg,,,,,,,,,,,,,,,,,,,,,,
G3J,Panel mounted,,Solid State Contactors That Can Drive 3-phase Motors Frequently,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/cef2321fdca852abcfd555d24f16a55a69ebbfebec501daada946cf3361339f4.jpg,,,,,,,,,,,,,,,,,,,,,,
D6FZ Series Accessories,Air flow sensors,,,,,,,,,,,,,,,,,,,,,,,,,
V460-H,"Code Readers, Marking Systems and Handheld Readers",,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/90aa05fd99e1be28c6ecfb8ec3bf569986aa4f37910ac6944653159a6715182b.jpg,,,,,,,,,,,,,,,,,,,,,,
61F-LS,Level control,,"The 61F-LS is designed for single or two-point level control of conductive liquid materials. DIP-switch parametrization makes new 61F controllers flexible: same device, different applications, optimized inventory.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fca1639bbd5dd323b635760beca3f3f2204fdcc2c116e26ddf2ff8583fc80b6a.jpg,,,,,,,,,,,,,,,,,,,,,,
E3X-ZV and E3X-MZV,Fiber amplifiers,,A new fiber amplifier unit able to detect the “presence or absence” of workpieces with “solid stability” at a “Cost-effective price,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/09ce24d4bf8717bfd2bebd6a317a43a23eb86c4eaa8f9262b71f3ecc10b438b0.jpg,,,,,,,,,,,,,,,,,,,,,,
E2Q2,Square/block style,Square Proximity Sensor,Square Proximity Sensor,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/28cb4c7a197de791f5ed5ebeb394971fd4b82b9d33ef6597b328d16fe266dd80.jpg,,,,,,,,,,,,,,,,,,,,,,
E2Q5,Square/block style,Square Proximity Sensor,Long distance inductive proximity sensor in plastic housing,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/30fb9b783f57de3ed7f79662ba0aa3228014d707d8c4c6020ee8d75054e132c8.jpg,,,,,,,,,,,,,,,,,,,,,,
E2Q6,Square/block style,Square Proximity Sensor,Long distance inductive proximity sensor in plastic housing ,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/40251eb0d2af059e5c2375dc558749534b15d3596afb9aeb43bbbeb5d183f655.jpg,,,,,,,,,,,,,,,,,,,,,,
SDV series Voltage Detection,Additional Power Supplies,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/489abb364ebf93f3a4efefb28ec4c1ec6f841aade0fe64833737d3a6e0bfdf0e.jpg,,,,,,,,,,,,,,,,,,,,,,
H7CC-A,Pre-set counters,,,,,,,,,,,,,,,,,,,,,,,,,
CM Series,,,,,,,,,,,,,,,,,,,,,,,,,,
61F-GP,Level control,Floatless Level Switch (Plug-in Type),Floatless Level Switch (Plug-in Type),,,,,,,,,,,,,,,,,,,,,,,
61F-HSL and UHS,Level control,Floatless Level Switch (Ultra High-sensitivity Type),Floatless Level Switch (Ultra High-sensitivity Type),,,,,,,,,,,,,,,,,,,,,,,
OnRobot Cobot Accessories,Collaborative Robots,OnRobot accessories for Omron Collaborative Robots,OnRobot accessories for Omron Collaborative Robots,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ae386337dc990eaaf1a45694fa468e8273b66c0de1bcbd149f8d6587d4fcdd6a.jpg,,,,,,,,,,,,,,,,,,,,,,
SS Subminiature Basic Switch,Limit switches,Subminiature Basic Switch offers High Reliability and Security,"OMRON's best-selling micro switches of a wide variety from 0.1A to 10.1A, with operating force ranging from low to high ",,,,,,,,,,,,,,,,,,,,,,,
NXR Series,Remote I/O,,"The NX Robust series streamlines commissioning and maintenance of production equipment. A simple, easy and quick IP67 solution that increases availability and improves quality.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fa4cf6d924f919bd09d356b5ed3f57a98a24cf5f994a95a87230c24bcff412ed.jpg,,,,,,,,,,,,,,,,,,,,,,
Cobot Accessories,Collaborative Robots,Omron and 3rd party plug & play accessories to streamline your application,"OMRON has partnered with a select number of companies to offer a wide variety of peripherals that quickly and easily integrate with our cobots, allowing for a faster deployment and return on investment. They are collectively referred to as Plug & Play devices and software, designed to serve a broad range of customer applications and meet the highest testing standards of OMRON.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/591fb0553017507e9ab187d3de030f106b60f8a23a3fe0bf2eccfdd9f3e6b18a.png,,,,,,,,,,,,,,,,,,,,,,
Ewellix Cobot Lifting Columns,Collaborative Robots,Ewellix lifting column accessories for Omron Collaborative Robots,Ewellix lifting column accessories for Omron Collaborative Robots,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/96c85aeb65bff5255b576cc189517ff85b02b207d911c5ffb1a25e5b07558544.jpg,,,,,,,,,,,,,,,,,,,,,,
F440-F,Smart Vision Inspection Systems,,5-Megapixel C-Mount Smart Camera,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/077efa9b3cb885cb471e824cebe408cd248dd58deafffa5d1d24eac16c78f11b.jpg,,,,,,,,,,,,,,,,,,,,,,
D40A-2,,Non-contact door switch,"Tailored for a wide range of applications

✅ Small size actuator – An actuator that is smaller than the switch saves space, even inside the door.
✅ Reduce costs by connecting up to 30 switches to a single controller, if risk evaluation allows you.
✅ Easy-to-see 2-color indicators - Switch status is easy to see at a glance with the red/yellow LED indicators.
✅ Can be mounted on either side – This provides the easiest wiring path to enable mounting to all types of doors
✅ Save labour with connector and reduce inventory",https://www.ia.omron.com/Images/l_3920-13-317856-198x198.jpg,D40A-2 Highlights,"* Enhanced Safety and Reliability
* Compliance with Hygiene Standards
* Cost-Effective Global Solution
* Simplified Troubleshooting",https://assets.omron.com/m/14a5171062c3ddcd/Landscape_L-D40A-2-Product-Family-Page-Images-2024083.png,Key Features,"* IP66/67 Rated Enclosure
* Category 4 / PLe
* ECOLAB Certified
* Wide Temperature Range (-25C to +70C)
* 2-Color LED indicator
* Ability to Connect up to 30 Devices
* Coded Magnetic Mechanism",https://assets.omron.com/m/53d031013908e73f/Landscape_L-D40A-2-Product-Family-Page-Images-202408.png,,,,,,,Overview video,https://assets.omron.com/asset/aa8757fb-dc79-4495-b804-d329fafc8c39/mp4/D40a-2-Overview-v2_YouTube.mp4,,,,,,,Internal Presentation,https://omrongroup-my.sharepoint.com/:f:/r/personal/amrit_ramadugu_omron_com/Documents/OMRON/MARKETING/3.0%20SS%20PMM/SAFETY%20PM/D40A2/D40A2%20sharing?csf=1&web=1&e=PxoSPa
